check_in_year,check_in_month,check_in_day,check_in_dayofweek,check_in_is_weekend,check_out_year,check_out_month,check_out_day,check_out_dayofweek,check_out_is_weekend,days,month,year,is_cancelled
-1.8518424405687761,0.6507533049807566,-1.1871735670248325,-0.030765912732836558,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,-0.9384201717049778,-1.0257159012405632,-0.6775375059436176,-0.1818819211258604,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,-1.1871735670248325,-0.030765912732836558,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,-0.8280515718795477,-0.5324485025683477,-0.6775375059436176,-0.12196392740163732,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,-0.8370047732259903,1.4549155543079078,1.4900875225107644,-1.8650695226622236,0.6415473635108444,-0.7176829720541176,-0.039181103896132254,-0.6775375059436176,-0.24179991485008348,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,-0.8370047732259903,1.4549155543079078,1.4900875225107644,-1.8650695226622236,0.6415473635108444,-0.7176829720541176,-0.039181103896132254,-0.6775375059436176,-0.24179991485008348,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,-0.6035589106934289,-1.0212202240933328,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,-0.8280515718795477,-0.5324485025683477,-0.6775375059436176,-0.4215538960227527,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,-0.6035589106934289,-1.0212202240933328,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,-0.16583997292696687,-1.0257159012405632,-0.6775375059436176,-0.06204593367741423,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,-0.6035589106934289,-1.0212202240933328,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,-0.7176829720541176,-0.039181103896132254,-0.6775375059436176,-0.36163590229852965,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,-0.48683597942714824,-0.5259930684130847,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,-0.49694577240325727,0.9473536934482987,1.4759330534879886,-0.3017179085743066,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,-0.37011304816086754,-0.030765912732836558,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,-0.7176829720541176,-0.039181103896132254,-0.6775375059436176,-0.48147188974697586,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,-0.25339011689458685,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,0.16526582654932354,0.4540862947760832,-0.6775375059436176,-0.06204593367741423,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,-0.25339011689458685,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,-0.6073143722286874,0.4540862947760832,-0.6775375059436176,-0.48147188974697586,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,-0.01994425436202548,1.4549155543079078,1.4900875225107644,-1.8650695226622236,0.6415473635108444,-0.276208572752397,-1.5189832999127786,-0.6775375059436176,-0.4215538960227527,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,0.44694747070309726,-0.030765912732836558,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,0.3860030262001838,1.4406210921205143,1.4759330534879886,-0.3017179085743066,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,0.563670401969378,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,0.27563442637475366,0.9473536934482987,1.4759330534879886,-0.4215538960227527,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,0.563670401969378,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,0.27563442637475366,0.9473536934482987,1.4759330534879886,-0.4215538960227527,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,0.563670401969378,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,0.27563442637475366,0.9473536934482987,1.4759330534879886,-0.4215538960227527,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,0.563670401969378,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,1.0482146251527646,0.9473536934482987,1.4759330534879886,-0.0021279399531911503,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,0.563670401969378,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,0.4963716260256139,-1.5189832999127786,-0.6775375059436176,-0.3017179085743066,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,0.563670401969378,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,0.27563442637475366,0.9473536934482987,1.4759330534879886,-0.4215538960227527,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,0.563670401969378,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,0.27563442637475366,0.9473536934482987,1.4759330534879886,-0.4215538960227527,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,0.563670401969378,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,0.27563442637475366,0.9473536934482987,1.4759330534879886,-0.4215538960227527,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,0.563670401969378,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,0.27563442637475366,0.9473536934482987,1.4759330534879886,-0.4215538960227527,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,0.563670401969378,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,0.27563442637475366,0.9473536934482987,1.4759330534879886,-0.4215538960227527,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,0.563670401969378,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,0.27563442637475366,0.9473536934482987,1.4759330534879886,-0.4215538960227527,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,0.563670401969378,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,0.27563442637475366,0.9473536934482987,1.4759330534879886,-0.4215538960227527,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,1.0305621270345007,-1.0212202240933328,-0.6711015191342735,-1.8650695226622236,0.6415473635108444,1.268951824803625,-1.5189832999127786,-0.6775375059436176,-0.12196392740163732,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,1.3807309208333427,0.46446124294741153,-0.6711015191342735,-1.8650695226622236,0.9292507033786955,-1.8213689703084188,-0.5324485025683477,-0.6775375059436176,-0.1818819211258604,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,1.4974538520996235,0.9596883986276596,1.4900875225107644,-1.8650695226622236,0.9292507033786955,-0.276208572752397,-0.5324485025683477,-0.6775375059436176,0.5970519972890397,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,1.4974538520996235,0.9596883986276596,1.4900875225107644,-1.8650695226622236,0.9292507033786955,-0.276208572752397,-0.5324485025683477,-0.6775375059436176,0.5970519972890397,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,1.6141767833659042,1.4549155543079078,1.4900875225107644,-1.8650695226622236,0.9292507033786955,-1.931737570133849,-1.0257159012405632,-0.6775375059436176,-0.36163590229852965,0.6507533049807566,-1.8518424405687761,1
-1.8518424405687761,0.6507533049807566,1.6141767833659042,1.4549155543079078,1.4900875225107644,-1.8650695226622236,0.9292507033786955,-1.0487887715304078,-0.5324485025683477,-0.6775375059436176,0.11770804749525501,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,1.730899714632185,-1.516447379773581,-0.6711015191342735,-1.8650695226622236,0.9292507033786955,-1.8213689703084188,-0.5324485025683477,-0.6775375059436176,-0.36163590229852965,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.6507533049807566,1.730899714632185,-1.516447379773581,-0.6711015191342735,-1.8650695226622236,0.9292507033786955,-1.931737570133849,-1.0257159012405632,-0.6775375059436176,-0.4215538960227527,0.6507533049807566,-1.8518424405687761,0
-1.8518424405687761,0.9390540644802754,-1.6540652920899552,-1.0212202240933328,-0.6711015191342735,-1.1033127624868535,-1.6600793554319644,-1.0487887715304078,-0.039181103896132254,-0.6775375059436176,5.510327482675333,0.9390540644802754,-1.8518424405687761,1
-1.8518424405687761,0.9390540644802754,-1.6540652920899552,-1.0212202240933328,-0.6711015191342735,-1.8650695226622236,1.2169540432465467,-1.931737570133849,0.4540862947760832,-0.6775375059436176,1.3759859157039398,0.9390540644802754,-1.8518424405687761,0
-1.8518424405687761,0.9390540644802754,-1.4206194295573937,-0.030765912732836558,-0.6711015191342735,-1.8650695226622236,0.9292507033786955,-0.6073143722286874,1.4406210921205143,1.4759330534879886,0.11770804749525501,0.9390540644802754,-1.8518424405687761,0
-1.8518424405687761,0.9390540644802754,-1.1871735670248325,0.9596883986276596,1.4900875225107644,-1.8650695226622236,0.9292507033786955,-0.16583997292696687,-0.039181103896132254,-0.6775375059436176,0.2375440349437012,0.9390540644802754,-1.8518424405687761,0
-1.8518424405687761,0.9390540644802754,-1.0704506357585517,1.4549155543079078,1.4900875225107644,-1.8650695226622236,0.9292507033786955,-1.3798945710066983,1.4406210921205143,1.4759330534879886,-0.48147188974697586,0.9390540644802754,-1.8518424405687761,0
-1.8518424405687761,0.9390540644802754,-1.0704506357585517,1.4549155543079078,1.4900875225107644,-1.8650695226622236,0.9292507033786955,0.3860030262001838,-1.0257159012405632,-0.6775375059436176,0.47721600984059354,0.9390540644802754,-1.8518424405687761,1
-1.8518424405687761,0.9390540644802754,-1.0704506357585517,1.4549155543079078,1.4900875225107644,-1.8650695226622236,0.9292507033786955,-1.159157371355838,-1.0257159012405632,-0.6775375059436176,-0.36163590229852965,0.9390540644802754,-1.8518424405687761,1
-1.8518424405687761,0.9390540644802754,-1.0704506357585517,1.4549155543079078,1.4900875225107644,-1.1033127624868535,0.6415473635108444,-1.0487887715304078,-0.5324485025683477,-0.6775375059436176,19.83072798276465,0.9390540644802754,-1.8518424405687761,1
-1.8518424405687761,0.9390540644802754,-0.6035589106934289,-0.030765912732836558,-0.6711015191342735,-1.8650695226622236,0.9292507033786955,-0.49694577240325727,-1.5189832999127786,-0.6775375059436176,-0.24179991485008348,0.9390540644802754,-1.8518424405687761,0
